"Morrongiello, J.R.1,2, & Thresher, R.E.1 A statistical framework to explore ontogenetic growth variation among individuals and populations: a marine fish example. Ecological Monographs",,,,,,,
"1 CSIRO Marine and Atmospheric Research, Wealth from Oceans Flagship, GPO Box 1538, Hobart, TAS 7001, Australia",,,,,,,
2 email: jrmorrongiello@gmail.com,,,,,,,
FishID,zone,sex,AAC,Cohort,Age,Year,Increment
fish856,H,F,3,1997,3,1997,0.141038
fish746,F,M,3,1997,2,1997,0.264728
fish746,F,M,3,1997,3,1997,0.154648
fish360,C,F,4,1996,2,1996,0.291656
fish360,C,F,4,1996,3,1996,0.145828
fish360,C,F,4,1996,4,1996,0.082249
fish34,H,F,3,1997,2,1997,0.265872
fish34,H,F,3,1997,3,1997,0.131819
fish347,I,F,3,1997,2,1997,0.300251
fish347,I,F,3,1997,3,1997,0.16887
fish106,H,M,4,1996,2,1996,0.211208
fish106,H,M,4,1996,3,1996,0.161786
fish106,H,M,4,1996,4,1996,0.098188
fish270,E,F,4,1996,2,1996,0.222829
fish270,E,F,4,1996,3,1996,0.140921
fish270,E,F,4,1996,4,1996,0.146299
fish467,F,F,4,1996,2,1996,0.262095
fish467,F,F,4,1996,3,1996,0.16819
fish467,F,F,4,1996,4,1996,0.114701
fish6,D,F,4,1996,2,1996,0.253229
fish6,D,F,4,1996,3,1996,0.15208
fish6,D,F,4,1996,4,1996,0.100452
fish379,J,F,5,1995,2,1995,0.177235
fish379,J,F,5,1995,3,1995,0.261612
fish379,J,F,5,1995,4,1995,0.121522
fish379,J,F,5,1995,5,1995,0.12534
fish361,B,F,5,1995,2,1995,0.217938
fish361,B,F,5,1995,3,1995,0.148412
fish361,B,F,5,1995,4,1995,0.123581
fish361,B,F,5,1995,5,1995,0.08871
fish5,G,M,4,1996,2,1996,0.232158
fish5,G,M,4,1996,3,1996,0.156009
fish5,G,M,4,1996,4,1996,0.102451
fish161,H,F,4,1996,2,1996,0.230005
fish161,H,F,4,1996,3,1996,0.124798
fish161,H,F,4,1996,4,1996,0.110536
fish159,F,M,4,1996,2,1996,0.182418
fish159,F,M,4,1996,3,1996,0.19187
fish159,F,M,4,1996,4,1996,0.09956
fish542,C,M,4,1996,2,1996,0.271349
fish542,C,M,4,1996,3,1996,0.149502
fish542,C,M,4,1996,4,1996,0.16066
fish894,E,F,5,1995,2,1995,0.219753
fish894,E,F,5,1995,3,1995,0.109975
fish894,E,F,5,1995,4,1995,0.089137
fish894,E,F,5,1995,5,1995,0.062118
fish488,G,F,3,1997,2,1997,0.314875
fish488,G,F,3,1997,3,1997,0.147784
fish571,C,F,3,1997,2,1997,0.241176
fish571,C,F,3,1997,3,1997,0.152785
fish241,C,F,3,1997,2,1997,0.223919
fish241,C,F,3,1997,3,1997,0.155494
fish512,F,F,3,1997,2,1997,0.260882
fish512,F,F,3,1997,3,1997,0.148767
fish421,G,F,2,1998,2,1998,0.22561
fish188,C,F,2,1998,2,1998,0.231703
fish982,G,M,4,1996,2,1996,0.273075
fish982,G,M,4,1996,3,1996,0.166795
fish982,G,M,4,1996,4,1996,0.105949
fish687,H,M,5,1995,2,1995,0.277395
fish687,H,M,5,1995,3,1995,0.149523
fish687,H,M,5,1995,4,1995,0.145005
fish687,H,M,5,1995,5,1995,0.08107
fish506,F,M,3,1997,2,1997,0.340751
fish506,F,M,3,1997,3,1997,0.102336
fish181,D,F,3,1997,2,1997,0.275757
fish181,D,F,3,1997,3,1997,0.123533
fish143,E,F,5,1995,2,1995,0.24527
fish143,E,F,5,1995,3,1995,0.195382
fish143,E,F,5,1995,4,1995,0.132487
fish143,E,F,5,1995,5,1995,0.108843
fish28,G,F,3,1997,2,1997,0.222631
fish28,G,F,3,1997,3,1997,0.162406
fish817,F,M,5,1995,2,1995,0.193711
fish817,F,M,5,1995,3,1995,0.182577
fish817,F,M,5,1995,4,1995,0.1196
fish817,F,M,5,1995,5,1995,0.104968
fish446,C,F,4,1996,2,1996,0.248093
fish446,C,F,4,1996,3,1996,0.169994
fish446,C,F,4,1996,4,1996,0.138269
fish958,F,M,5,1995,2,1995,0.316842
fish958,F,M,5,1995,3,1995,0.175741
fish958,F,M,5,1995,4,1995,0.13481
fish958,F,M,5,1995,5,1995,0.11139
fish795,B,F,3,1997,2,1997,0.266994
fish795,B,F,3,1997,3,1997,0.143449
fish335,D,F,2,1998,2,1998,0.272456
fish762,D,M,2,1998,2,1998,0.173883
fish452,A,F,6,1994,2,1994,0.171736
fish452,A,F,6,1994,3,1994,0.188634
fish452,A,F,6,1994,4,1994,0.142938
fish452,A,F,6,1994,5,1994,0.155419
fish452,A,F,6,1994,6,1994,0.08313
fish15,E,F,5,1995,2,1995,0.279652
fish15,E,F,5,1995,3,1995,0.17644
fish15,E,F,5,1995,4,1995,0.151295
fish15,E,F,5,1995,5,1995,0.126591
fish248,E,M,8,1992,2,1992,0.303675
fish248,E,M,8,1992,3,1992,0.143934
fish248,E,M,8,1992,4,1992,0.104681
fish248,E,M,8,1992,5,1992,0.07767
fish248,E,M,8,1992,6,1992,0.11351
fish248,E,M,8,1992,7,1992,0.07086
fish248,E,M,8,1992,8,1992,0.04844
fish750,A,F,3,1997,2,1997,0.228837
fish750,A,F,3,1997,3,1997,0.155526
fish104,H,M,4,1996,2,1996,0.21589
fish104,H,M,4,1996,3,1996,0.164448
fish104,H,M,4,1996,4,1996,0.137382
fish605,B,M,5,1995,2,1995,0.218912
fish605,B,M,5,1995,3,1995,0.162126
fish605,B,M,5,1995,4,1995,0.118612
fish605,B,M,5,1995,5,1995,0.097555
fish943,C,M,2,1998,2,1998,0.255064
fish770,B,F,6,1994,2,1994,0.190428
fish770,B,F,6,1994,3,1994,0.185088
fish770,B,F,6,1994,4,1994,0.105858
fish770,B,F,6,1994,5,1994,0.07656
fish770,B,F,6,1994,6,1994,0.06596
fish935,D,F,2,1998,2,1998,0.235098
fish374,D,F,3,1997,2,1997,0.276655
fish374,D,F,3,1997,3,1997,0.152595
fish945,A,M,4,1996,2,1996,0.205799
fish945,A,M,4,1996,3,1996,0.129135
fish945,A,M,4,1996,4,1996,0.161911
fish530,G,F,3,1997,2,1997,0.266456
fish530,G,F,3,1997,3,1997,0.185439
fish555,C,F,3,1997,2,1997,0.196581
fish555,C,F,3,1997,3,1997,0.09367
fish16,I,F,3,1997,2,1997,0.283005
fish16,I,F,3,1997,3,1997,0.162476
fish375,D,M,2,1998,2,1998,0.23751
fish458,G,M,2,1998,2,1998,0.265955
fish901,E,F,2,1998,2,1998,0.248714
fish325,I,M,2,1998,2,1998,0.228169
fish629,F,F,10,1990,2,1990,0.238075
fish629,F,F,10,1990,3,1990,0.124232
fish629,F,F,10,1990,4,1990,0.100667
fish629,F,F,10,1990,5,1990,0.08109
fish629,F,F,10,1990,6,1990,0.08915
fish629,F,F,10,1990,7,1990,0.06671
fish629,F,F,10,1990,8,1990,0.06038
fish629,F,F,10,1990,9,1990,0.09088
fish629,F,F,10,1990,10,1990,0.05692
fish449,A,F,11,1989,2,1989,0.224388
fish449,A,F,11,1989,3,1989,0.137421
fish449,A,F,11,1989,4,1989,0.126913
fish449,A,F,11,1989,5,1989,0.083001
fish449,A,F,11,1989,6,1989,0.091095
fish449,A,F,11,1989,7,1989,0.08868
fish449,A,F,11,1989,8,1989,0.08215
fish449,A,F,11,1989,9,1989,0.06991
fish449,A,F,11,1989,10,1989,0.06268
fish449,A,F,11,1989,11,1989,0.05287
fish173,B,F,11,1989,2,1989,0.235616
fish173,B,F,11,1989,3,1989,0.150807
fish173,B,F,11,1989,4,1989,0.131307
fish173,B,F,11,1989,5,1989,0.098438
fish173,B,F,11,1989,6,1989,0.085409
fish173,B,F,11,1989,7,1989,0.04598
fish173,B,F,11,1989,8,1989,0.07239
fish173,B,F,11,1989,9,1989,0.07859
fish173,B,F,11,1989,10,1989,0.05901
fish173,B,F,11,1989,11,1989,0.05263
fish790,C,F,9,1991,2,1991,0.228701
fish790,C,F,9,1991,3,1991,0.167176
fish790,C,F,9,1991,4,1991,0.123574
fish790,C,F,9,1991,5,1991,0.13133
fish790,C,F,9,1991,6,1991,0.09014
fish790,C,F,9,1991,7,1991,0.06954
fish790,C,F,9,1991,8,1991,0.0642
fish790,C,F,9,1991,9,1991,0.05403
fish667,H,M,11,1989,2,1989,0.213668
fish667,H,M,11,1989,3,1989,0.179828
fish667,H,M,11,1989,4,1989,0.137806
fish667,H,M,11,1989,5,1989,0.149813
fish667,H,M,11,1989,6,1989,0.05257
fish667,H,M,11,1989,7,1989,0.0574
fish667,H,M,11,1989,8,1989,0.08787
fish667,H,M,11,1989,9,1989,0.08186
fish667,H,M,11,1989,10,1989,0.0533
fish667,H,M,11,1989,11,1989,0.06722
fish327,I,F,8,1992,2,1992,0.217478
fish327,I,F,8,1992,3,1992,0.113399
fish327,I,F,8,1992,4,1992,0.189209
fish327,I,F,8,1992,5,1992,0.11131
fish327,I,F,8,1992,6,1992,0.12477
fish327,I,F,8,1992,7,1992,0.09891
fish327,I,F,8,1992,8,1992,0.07927
fish47,C,M,3,1997,2,1997,0.158292
fish47,C,M,3,1997,3,1997,0.236575
fish58,F,F,3,1997,2,1997,0.184124
fish58,F,F,3,1997,3,1997,0.165971
fish504,D,M,2,1998,2,1998,0.228211
fish883,F,F,3,1997,2,1997,0.158421
fish883,F,F,3,1997,3,1997,0.166005
fish531,A,F,4,1996,2,1996,0.267485
fish531,A,F,4,1996,3,1996,0.126056
fish531,A,F,4,1996,4,1996,0.158052
fish378,F,M,2,1998,2,1998,0.228653
fish102,F,M,2,1998,2,1998,0.256158
fish832,F,M,3,1997,2,1997,0.261732
fish832,F,M,3,1997,3,1997,0.191942
fish519,H,M,6,1996,2,1996,0.343133
fish519,H,F,6,1996,3,1996,0.191514
fish519,H,F,6,1996,4,1996,0.119156
fish519,H,F,6,1996,5,1996,0.10857
fish519,H,M,6,1996,6,1996,0.12217
fish535,A,M,9,1993,2,1993,0.261307
fish535,A,M,9,1993,3,1993,0.187738
fish535,A,M,9,1993,4,1993,0.158766
fish535,A,M,9,1993,5,1993,0.142855
fish535,A,M,9,1993,6,1993,0.10382
fish535,A,M,9,1993,7,1993,0.08948
fish535,A,M,9,1993,8,1993,0.11232
fish535,A,M,9,1993,9,1993,0.06001
fish559,H,F,11,1991,2,1991,0.233077
fish559,H,F,11,1991,3,1991,0.179885
fish559,H,F,11,1991,4,1991,0.118476
fish559,H,F,11,1991,5,1991,0.135388
fish559,H,F,11,1991,6,1991,0.097137
fish559,H,F,11,1991,7,1991,0.08567
fish559,H,F,11,1991,8,1991,0.10449
fish559,H,F,11,1991,9,1991,0.08741
fish559,H,F,11,1991,10,1991,0.08741
fish559,H,F,11,1991,11,1991,0.06916
fish492,D,F,13,1989,2,1989,0.297156
fish492,D,F,13,1989,3,1989,0.201035
fish492,D,F,13,1989,4,1989,0.133047
fish492,D,F,13,1989,5,1989,0.097295
fish492,D,F,13,1989,6,1989,0.08283
fish492,D,F,13,1989,7,1989,0.04553
fish492,D,F,13,1989,8,1989,0.05665
fish492,D,F,13,1989,9,1989,0.05353
fish492,D,F,13,1989,10,1989,0.06018
fish492,D,F,13,1989,11,1989,0.05998
fish492,D,F,13,1989,12,1989,0.05958
fish492,D,F,13,1989,13,1989,0.04885
fish484,H,M,13,1989,2,1989,0.199949
fish484,H,M,13,1989,3,1989,0.210249
fish484,H,M,13,1989,4,1989,0.179654
fish484,H,M,13,1989,5,1989,0.107601
fish484,H,M,13,1989,6,1989,0.07675
fish484,H,M,13,1989,7,1989,0.11799
fish484,H,M,13,1989,8,1989,0.07705
fish484,H,M,13,1989,9,1989,0.07175
fish484,H,M,13,1989,10,1989,0.06149
fish484,H,M,13,1989,11,1989,0.082
fish484,H,M,13,1989,12,1989,0.06667
fish484,H,M,13,1989,13,1989,0.03077
fish806,B,M,13,1989,2,1989,0.179357
fish806,B,M,13,1989,3,1989,0.212496
fish806,B,M,13,1989,4,1989,0.197655
fish806,B,M,13,1989,5,1989,0.120046
fish806,B,M,13,1989,6,1989,0.11969
fish806,B,M,13,1989,7,1989,0.09591
fish806,B,M,13,1989,8,1989,0.10419
fish806,B,M,13,1989,9,1989,0.1266
fish806,B,M,13,1989,10,1989,0.09108
fish806,B,M,13,1989,11,1989,0.07588
fish806,B,M,13,1989,12,1989,0.06658
fish806,B,M,13,1989,13,1989,0.05209
fish942,J,M,4,1998,2,1998,0.233407
fish942,J,M,4,1998,3,1998,0.155648
fish942,J,M,4,1998,4,1998,0.141231
fish424,J,F,4,1998,2,1998,0.380732
fish424,J,F,4,1998,3,1998,0.20901
fish424,J,F,4,1998,4,1998,0.135386
fish293,D,M,8,1994,2,1994,0.370042
fish293,D,M,8,1994,3,1994,0.16039
fish293,D,M,8,1994,4,1994,0.115273
fish293,D,M,8,1994,5,1994,0.12816
fish293,D,M,8,1994,6,1994,0.08285
fish293,D,M,8,1994,7,1994,0.08596
fish293,D,M,8,1994,8,1994,0.06954
fish390,J,M,4,1998,2,1998,0.274753
fish390,J,M,4,1998,3,1998,0.188649
fish390,J,M,4,1998,4,1998,0.171893
fish774,F,F,4,1998,2,1998,0.275658
fish774,F,F,4,1998,3,1998,0.209108
fish774,F,F,4,1998,4,1998,0.124649
fish525,E,M,3,1999,2,1999,0.374753
fish525,E,M,3,1999,3,1999,0.184221
fish227,H,F,6,1996,2,1996,0.287409
fish227,H,F,6,1996,3,1996,0.18899
fish227,H,F,6,1996,4,1996,0.145303
fish227,H,F,6,1996,5,1996,0.114658
fish227,H,F,6,1996,6,1996,0.09331
fish221,C,M,6,1996,2,1996,0.35452
fish221,C,M,6,1996,3,1996,0.188031
fish221,C,M,6,1996,4,1996,0.114988
fish221,C,M,6,1996,5,1996,0.114992
fish221,C,M,6,1996,6,1996,0.11246
fish700,F,M,5,1997,2,1997,0.437072
fish700,F,M,5,1997,3,1997,0.14797
fish700,F,M,5,1997,4,1997,0.138066
fish700,F,M,5,1997,5,1997,0.15621
fish266,F,M,11,1991,2,1991,0.246422
fish266,F,M,11,1991,3,1991,0.170446
fish266,F,M,11,1991,4,1991,0.146007
fish266,F,M,11,1991,5,1991,0.107111
fish266,F,M,11,1991,6,1991,0.107639
fish266,F,M,11,1991,7,1991,0.08831
fish266,F,M,11,1991,8,1991,0.07651
fish266,F,M,11,1991,9,1991,0.07757
fish266,F,M,11,1991,10,1991,0.08777
fish266,F,M,11,1991,11,1991,0.05101
fish793,C,M,12,1990,2,1990,0.214562
fish793,C,M,12,1990,3,1990,0.176279
fish793,C,M,12,1990,4,1990,0.147643
fish793,C,M,12,1990,5,1990,0.124876
fish793,C,M,12,1990,6,1990,0.13315
fish793,C,M,12,1990,7,1990,0.11177
fish793,C,M,12,1990,8,1990,0.09866
fish793,C,M,12,1990,9,1990,0.08107
fish793,C,M,12,1990,10,1990,0.07313
fish793,C,M,12,1990,11,1990,0.06175
fish793,C,M,12,1990,12,1990,0.05519
fish686,D,F,7,1995,2,1995,0.344441
fish686,D,F,7,1995,3,1995,0.238683
fish686,D,F,7,1995,4,1995,0.139522
fish686,D,F,7,1995,5,1995,0.11413
fish686,D,F,7,1995,6,1995,0.07572
fish686,D,F,7,1995,7,1995,0.0966
fish603,A,M,4,1998,2,1998,0.309618
fish603,A,M,4,1998,3,1998,0.223996
fish603,A,M,4,1998,4,1998,0.156472
fish558,F,M,5,1997,2,1997,0.234993
fish558,F,M,5,1997,3,1997,0.168725
fish558,F,M,5,1997,4,1997,0.176744
fish558,F,M,5,1997,5,1997,0.14759
fish306,H,M,6,1996,2,1996,0.285253
fish306,H,M,6,1996,3,1996,0.19589
fish306,H,M,6,1996,4,1996,0.144563
fish306,H,M,6,1996,5,1996,0.153821
fish306,H,M,6,1996,6,1996,0.1183
fish924,H,M,4,1998,2,1998,0.329851
fish924,H,M,4,1998,3,1998,0.160246
fish924,H,M,4,1998,4,1998,0.146597
fish271,C,F,3,1999,2,1999,0.390987
fish271,C,F,3,1999,3,1999,0.193564
fish597,C,F,6,1996,2,1996,0.257301
fish597,C,F,6,1996,3,1996,0.191637
fish597,C,F,6,1996,4,1996,0.106989
fish597,C,F,6,1996,5,1996,0.16102
fish597,C,F,6,1996,6,1996,0.15199
fish440,A,M,3,1999,2,1999,0.358652
fish440,A,M,3,1999,3,1999,0.338632
fish847,J,F,3,1999,2,1999,0.376109
fish847,J,F,3,1999,3,1999,0.185814
fish721,F,F,3,1999,2,1999,0.332272
fish721,F,F,3,1999,3,1999,0.251718
fish956,G,F,6,1996,2,1996,0.270072
fish956,G,F,6,1996,3,1996,0.148882
fish956,G,F,6,1996,4,1996,0.180636
fish956,G,F,6,1996,5,1996,0.085826
fish956,G,F,6,1996,6,1996,0.082217
fish589,B,F,5,1997,2,1997,0.302276
fish589,B,F,5,1997,3,1997,0.211398
fish589,B,F,5,1997,4,1997,0.179093
fish589,B,F,5,1997,5,1997,0.154596
fish598,E,M,3,1999,2,1999,0.28213
fish598,E,M,3,1999,3,1999,0.240041
fish359,I,F,4,1998,2,1998,0.315497
fish359,I,F,4,1998,3,1998,0.26701
fish359,I,F,4,1998,4,1998,0.199575
fish964,J,F,11,1991,2,1991,0.277094
fish964,J,F,11,1991,3,1991,0.173685
fish964,J,F,11,1991,4,1991,0.165276
fish964,J,F,11,1991,5,1991,0.16841
fish964,J,F,11,1991,6,1991,0.09573
fish964,J,F,11,1991,7,1991,0.10394
fish964,J,F,11,1991,8,1991,0.10237
fish964,J,F,11,1991,9,1991,0.08577
fish964,J,F,11,1991,10,1991,0.09397
fish964,J,F,11,1991,11,1991,0.06018
fish463,E,M,5,1997,2,1997,0.369875
fish463,E,F,5,1997,3,1997,0.225173
fish463,E,M,5,1997,4,1997,0.18826
fish463,E,F,5,1997,5,1997,0.13806
fish297,F,M,9,1993,2,1993,0.282381
fish297,F,M,9,1993,3,1993,0.189553
fish297,F,M,9,1993,4,1993,0.209315
fish297,F,M,9,1993,5,1993,0.129729
fish297,F,M,9,1993,6,1993,0.115
fish297,F,M,9,1993,7,1993,0.11202
fish297,F,M,9,1993,8,1993,0.11034
fish297,F,M,9,1993,9,1993,0.08108
fish257,B,M,7,1995,2,1995,0.351088
fish257,B,M,7,1995,3,1995,0.248749
fish257,B,M,7,1995,4,1995,0.153927
fish257,B,M,7,1995,5,1995,0.13668
fish257,B,M,7,1995,6,1995,0.12472
fish257,B,M,7,1995,7,1995,0.09225
fish936,B,F,13,1989,2,1989,0.260541
fish936,B,F,13,1989,3,1989,0.215151
fish936,B,F,13,1989,4,1989,0.209254
fish936,B,F,13,1989,5,1989,0.0989
fish936,B,F,13,1989,6,1989,0.10101
fish936,B,F,13,1989,7,1989,0.07809
fish936,B,F,13,1989,8,1989,0.08956
fish936,B,F,13,1989,9,1989,0.10691
fish936,B,F,13,1989,10,1989,0.07854
fish936,B,F,13,1989,11,1989,0.08065
fish936,B,F,13,1989,12,1989,0.09589
fish936,B,F,13,1989,13,1989,0.09846
fish710,J,F,8,1994,2,1994,0.283792
fish710,J,F,8,1994,3,1994,0.300863
fish710,J,F,8,1994,4,1994,0.309004
fish710,J,F,8,1994,5,1994,0.15335
fish710,J,F,8,1994,6,1994,0.12655
fish710,J,F,8,1994,7,1994,0.10948
fish710,J,F,8,1994,8,1994,0.10113
fish974,H,F,12,1990,2,1990,0.245739
fish974,H,F,12,1990,3,1990,0.1632
fish974,H,F,12,1990,4,1990,0.188945
fish974,H,F,12,1990,5,1990,0.128173
fish974,H,F,12,1990,6,1990,0.073329
fish974,H,F,12,1990,7,1990,0.07333
fish974,H,F,12,1990,8,1990,0.07201
fish974,H,F,12,1990,9,1990,0.07598
fish974,H,F,12,1990,10,1990,0.09085
fish974,H,F,12,1990,11,1990,0.10208
fish974,H,F,12,1990,12,1990,0.08951
fish908,I,F,11,1991,2,1991,0.289304
fish908,I,F,11,1991,3,1991,0.118378
fish908,I,F,11,1991,4,1991,0.181742
fish908,I,F,11,1991,5,1991,0.127207
fish908,I,F,11,1991,6,1991,0.145405
fish908,I,F,11,1991,7,1991,0.12672
fish908,I,F,11,1991,8,1991,0.06779
fish908,I,F,11,1991,9,1991,0.08449
fish908,I,F,11,1991,10,1991,0.08596
fish908,I,F,11,1991,11,1991,0.06679
fish916,H,F,13,1989,2,1989,0.228337
fish916,H,F,13,1989,3,1989,0.191139
fish916,H,F,13,1989,4,1989,0.174941
fish916,H,F,13,1989,5,1989,0.130745
fish916,H,F,13,1989,6,1989,0.06138
fish916,H,F,13,1989,7,1989,0.15186
fish916,H,F,13,1989,8,1989,0.08862
fish916,H,F,13,1989,9,1989,0.08348
fish916,H,F,13,1989,10,1989,0.06028
fish916,H,F,13,1989,11,1989,0.0744
fish916,H,F,13,1989,12,1989,0.09146
fish916,H,F,13,1989,13,1989,0.05131
fish841,J,F,11,1991,2,1991,0.316704
fish841,J,F,11,1991,3,1991,0.160739
fish841,J,F,11,1991,4,1991,0.114881
fish841,J,F,11,1991,5,1991,0.161954
fish841,J,F,11,1991,6,1991,0.110344
fish841,J,F,11,1991,7,1991,0.1058
fish841,J,F,11,1991,8,1991,0.08025
fish841,J,F,11,1991,9,1991,0.11011
fish841,J,F,11,1991,10,1991,0.0664
fish841,J,F,11,1991,11,1991,0.07333
fish579,B,M,11,1991,2,1991,0.138622
fish579,B,M,11,1991,3,1991,0.146367
fish579,B,M,11,1991,4,1991,0.195222
fish579,B,M,11,1991,5,1991,0.141948
fish579,B,M,11,1991,6,1991,0.108778
fish579,B,M,11,1991,7,1991,0.133538
fish579,B,M,11,1991,8,1991,0.07052
fish579,B,M,11,1991,9,1991,0.13045
fish579,B,M,11,1991,10,1991,0.12536
fish579,B,M,11,1991,11,1991,0.0566
fish889,A,M,11,1991,2,1991,0.201892
fish889,A,M,11,1991,3,1991,0.172367
fish889,A,M,11,1991,4,1991,0.14666
fish889,A,M,11,1991,5,1991,0.128562
fish889,A,M,11,1991,6,1991,0.099977
fish889,A,M,11,1991,7,1991,0.06951
fish889,A,M,11,1991,8,1991,0.11237
fish889,A,M,11,1991,9,1991,0.09237
fish889,A,M,11,1991,10,1991,0.10189
fish889,A,M,11,1991,11,1991,0.06857
fish808,B,M,6,1996,2,1996,0.292232
fish808,B,M,6,1996,3,1996,0.230211
fish808,B,M,6,1996,4,1996,0.167888
fish808,B,M,6,1996,5,1996,0.1144
fish808,B,M,6,1996,6,1996,0.05468
fish676,C,M,8,1994,2,1994,0.350656
fish676,C,M,8,1994,3,1994,0.213941
fish676,C,M,8,1994,4,1994,0.214299
fish676,C,M,8,1994,5,1994,0.166865
fish676,C,M,8,1994,6,1994,0.13461
fish676,C,M,8,1994,7,1994,0.14262
fish676,C,M,8,1994,8,1994,0.09905
fish303,F,M,4,1998,2,1998,0.273068
fish303,F,M,4,1998,3,1998,0.22752
fish303,F,M,4,1998,4,1998,0.181122
fish115,D,M,21,1981,2,1981,0.299902
fish115,D,M,21,1981,3,1981,0.183875
fish115,D,M,21,1981,4,1981,0.207803
fish115,D,M,21,1981,5,1981,0.105196
fish115,D,M,21,1981,6,1981,0.09134
fish115,D,M,21,1981,7,1981,0.06819
fish115,D,M,21,1981,8,1981,0.10371
fish115,D,M,21,1981,9,1981,0.05656
fish115,D,M,21,1981,10,1981,0.037
fish115,D,M,21,1981,11,1981,0.04641
fish115,D,M,21,1981,12,1981,0.06597
fish115,D,M,21,1981,13,1981,0.06311
fish115,D,M,21,1981,14,1981,0.08341
fish115,D,M,21,1981,15,1981,0.05001
fish59,C,M,16,1986,2,1986,0.243846
fish59,C,M,16,1986,3,1986,0.181401
fish59,C,M,16,1986,4,1986,0.137654
fish59,C,M,16,1986,5,1986,0.141348
fish59,C,M,16,1986,6,1986,0.118069
fish59,C,M,16,1986,7,1986,0.08476
fish59,C,M,16,1986,8,1986,0.11566
fish59,C,M,16,1986,9,1986,0.07313
fish59,C,M,16,1986,10,1986,0.08411
fish59,C,M,16,1986,11,1986,0.05202
fish59,C,M,16,1986,12,1986,0.04069
fish59,C,M,16,1986,13,1986,0.04832
fish59,C,M,16,1986,14,1986,0.04896
fish59,C,M,16,1986,15,1986,0.06149
fish191,A,F,5,1997,2,1997,0.244037
fish191,A,F,5,1997,3,1997,0.244463
fish191,A,F,5,1997,4,1997,0.208807
fish191,A,F,5,1997,5,1997,0.1129
fish175,D,F,4,1998,2,1998,0.287405
fish175,D,F,4,1998,3,1998,0.214784
fish175,D,F,4,1998,4,1998,0.139562
fish281,G,F,4,1998,2,1998,0.329219
fish281,G,F,4,1998,3,1998,0.221667
fish281,G,F,4,1998,4,1998,0.17413
fish730,J,F,4,1998,2,1998,0.233862
fish730,J,F,4,1998,3,1998,0.243121
fish730,J,F,4,1998,4,1998,0.160538
fish193,B,F,5,1997,2,1997,0.230279
fish193,B,F,5,1997,3,1997,0.128112
fish193,B,F,5,1997,4,1997,0.18325
fish193,B,F,5,1997,5,1997,0.157303
fish345,D,F,3,1999,2,1999,0.257677
fish345,D,F,3,1999,3,1999,0.227241
fish631,B,F,4,1998,2,1998,0.264327
fish631,B,F,4,1998,3,1998,0.14619
fish631,B,F,4,1998,4,1998,0.188143
fish4,C,F,5,1997,2,1997,0.321093
fish4,C,F,5,1997,3,1997,0.228656
fish4,C,F,5,1997,4,1997,0.170277
fish4,C,F,5,1997,5,1997,0.18001
fish507,B,F,4,1998,2,1998,0.312293
fish507,B,F,4,1998,3,1998,0.246463
fish507,B,F,4,1998,4,1998,0.213663
fish195,E,F,4,1998,2,1998,0.322663
fish195,E,F,4,1998,3,1998,0.184623
fish195,E,F,4,1998,4,1998,0.15758
fish382,C,F,4,1998,2,1998,0.259224
fish382,C,F,4,1998,3,1998,0.20428
fish382,C,F,4,1998,4,1998,0.200053
fish487,G,F,3,1999,2,1999,0.287865
fish487,G,F,3,1999,3,1999,0.250443
fish82,C,F,5,1997,2,1997,0.322266
fish82,C,F,5,1997,3,1997,0.197117
fish82,C,F,5,1997,4,1997,0.22702
fish82,C,F,5,1997,5,1997,0.11553
fish934,E,F,6,1996,2,1996,0.337371
fish934,E,F,6,1996,3,1996,0.153883
fish934,E,F,6,1996,4,1996,0.157305
fish934,E,F,6,1996,5,1996,0.142809
fish934,E,F,6,1996,6,1996,0.10695
fish672,F,F,7,1995,2,1995,0.297293
fish672,F,F,7,1995,3,1995,0.2078
fish672,F,F,7,1995,4,1995,0.175937
fish672,F,F,7,1995,5,1995,0.125457
fish672,F,F,7,1995,6,1995,0.12136
fish672,F,F,7,1995,7,1995,0.08234
fish554,J,F,4,1998,2,1998,0.259338
fish554,J,F,4,1998,3,1998,0.199466
fish554,J,F,4,1998,4,1998,0.100826
fish718,J,M,3,1999,2,1999,0.411476
fish718,J,M,3,1999,3,1999,0.184277
fish89,C,F,4,1998,2,1998,0.320938
fish89,C,F,4,1998,3,1998,0.318813
fish89,C,F,4,1998,4,1998,0.144575
fish680,C,F,4,1998,2,1998,0.275386
fish680,C,F,4,1998,3,1998,0.210634
fish680,C,F,4,1998,4,1998,0.189445
fish747,G,F,4,1998,2,1998,0.252275
fish747,G,F,4,1998,3,1998,0.179396
fish747,G,F,4,1998,4,1998,0.161961
fish199,D,F,6,1996,2,1996,0.278228
fish199,D,F,6,1996,3,1996,0.251445
fish199,D,F,6,1996,4,1996,0.214077
fish199,D,F,6,1996,5,1996,0.098
fish199,D,F,6,1996,6,1996,0.04008
fish464,C,M,3,1999,2,1999,0.275818
fish464,C,M,3,1999,3,1999,0.174431
fish553,I,M,4,1998,2,1998,0.284252
fish553,I,M,4,1998,3,1998,0.203566
fish553,I,M,4,1998,4,1998,0.144629
fish250,H,F,3,1999,2,1999,0.248335
fish250,H,F,3,1999,3,1999,0.217242
fish659,E,M,2,2000,2,2000,0.289095
fish868,A,M,5,1997,2,1997,0.288705
fish868,A,M,5,1997,3,1997,0.17045
